SRR11784031	SRR11784026	SRR11784028	SRR11784030	SRR11784027	SRR11784029	SRR11784032
55716	2	11	6	12	13	4	10
2098	0	7	5	5	6	12	2
5925	14	48	19	30	32	13	29
23067	17	47	40	91	52	47	98
65082	0	1	3	6	6	4	2
79720	28	37	53	73	18	55	28
54509	99	245	181	169	193	188	172
8562	1	3	8	21	17	9	6
64062	11	31	36	58	24	28	40
10150	5	14	22	37	26	18	14
55647	0	0	0	2	6	3	6
79774	35	79	41	59	43	61	30
8451	13	40	28	40	36	33	51
6751	3	20	2	4	3	1	3
4857	0	3	3	3	2	6	2
57161	9	9	12	23	13	13	14
6252	0	4	0	5	0	0	2
145389	2	6	0	2	7	6	6
376267	106	214	70	213	61	143	176
2100	134	287	284	242	261	158	92
8477	0	1	0	1	2	0	0
122953	5	22	11	34	19	13	40
10516	13	39	58	95	74	37	22
51156	10	3	6	8	7	3	4
7453	8	41	16	38	30	27	17
9990	144	246	186	142	175	204	90
4236	10	38	12	10	28	16	5
6938	6	16	26	44	21	15	37
6652	0	16	8	28	18	27	16
50506	2	0	0	8	1	2	0
11001	1	32	12	12	35	28	13
2252	5	26	39	7	10	26	6
3067	0	2	4	0	0	2	0
9245	4	1	4	5	4	7	2
663	7	7	9	14	15	6	18
2958	7	5	13	8	3	4	2
6727	10	19	22	28	37	25	8
22893	7	11	17	34	7	16	37
7090	13	24	20	50	34	29	55
54939	5	9	6	18	9	2	8
9051	4	34	3	25	15	8	28
2108	4	3	16	36	15	14	5
597	0	0	0	0	0	0	0
10363	9	7	13	14	10	12	5
10099	11	63	19	25	40	18	17
80349	15	59	15	30	16	11	10
10499	13	56	29	56	25	35	38
79661	217	620	397	344	390	338	419
4123	25	62	26	95	48	59	64
3480	48	153	141	213	135	128	295
9960	48	124	143	81	56	157	37
1583	0	4	1	0	0	0	3
585	18	33	12	14	20	17	13
5371	2	13	18	47	15	5	23
1543	0	0	1	0	0	0	0
5046	30	58	44	44	20	40	39
10066	11	11	12	36	24	20	36
1544	0	0	0	0	0	0	0
79748	1	0	0	0	0	0	0
51458	1	5	2	7	12	7	14
5428	6	27	13	56	22	20	30
6017	1	4	4	0	5	4	0
55215	99	154	81	78	116	84	36
11057	4	11	28	57	26	19	19
4916	0	34	8	12	11	2	4
55070	1	8	7	7	7	9	1
4240	7	25	8	35	26	7	12
55898	28	74	48	44	59	47	61
8128	0	0	0	0	0	0	0
55784	2	4	0	7	6	2	2
5045	21	18	29	68	38	25	31
8826	15	38	53	114	46	48	46
64784	14	24	27	51	29	22	19
79631	1	2	9	8	7	6	2
6457	0	0	0	0	0	0	0
23478	4	7	15	20	10	8	13
3687	0	4	2	13	6	3	1
7041	35	81	50	113	45	71	61
5073	8	7	11	27	4	13	6
7385	1	12	15	33	22	12	11
1039	7	10	5	6	9	5	9
10261	114	301	195	180	207	278	72
9785	12	41	34	71	22	30	38
54957	0	1	1	9	3	2	4
10164	20	34	39	33	21	39	10
10300	8	26	16	22	21	19	23
3801	47	58	82	250	99	99	200
1009	12	35	15	23	19	10	3
8996	23	77	32	47	58	47	26
81631	10	15	17	45	40	18	25
8720	6	32	21	25	20	18	16
23174	27	43	61	87	47	47	125
57707	0	2	5	10	3	3	6
29948	0	2	6	0	3	0	0
3394	2	4	1	7	4	2	0
89941	6	31	27	64	17	13	47
6123	0	1	4	0	0	2	1
54925	40	107	109	78	68	101	57
6187	11	61	24	64	42	29	81
5170	3	7	46	28	16	20	28
22980	16	36	41	72	25	48	52
2588	11	81	44	57	30	21	43
2622	13	65	71	66	40	67	60
55090	2	4	0	12	2	5	5
9611	232	421	414	544	360	451	238
8533	3	14	14	4	4	10	7
57336	6	16	17	19	20	17	6
57610	2	9	11	28	19	11	14
1506	58	71	35	60	53	33	72
64180	0	2	0	0	0	0	2
81577	1	2	10	10	8	2	6
5636	1	4	6	2	8	3	12
58488	1	3	2	2	2	5	5
10140	15	23	31	38	37	51	67
55275	7	27	33	67	17	42	44
9520	50	108	102	120	125	118	50
8631	3	4	6	16	8	11	0
10351	25	118	70	53	54	48	37
92579	81	158	83	112	113	107	111
1213	92	180	146	181	207	196	107
51651	251	554	207	126	339	230	168
6760	6	10	18	36	19	27	9
6875	0	3	3	8	7	3	6
10939	32	77	43	52	83	26	48
10650	0	4	1	2	6	1	0
3613	3	14	23	72	37	16	157
2774	204	358	245	182	288	263	175
25800	3	7	11	22	17	14	7
116	0	3	1	0	0	0	2
4225	18	31	62	38	55	49	6
64762	12	39	57	53	23	46	40
114876	3	16	16	31	16	16	28
2627	1	5	0	5	8	2	13
27043	9	13	15	35	19	11	88
4864	85	134	122	98	114	133	50
6563	10	19	17	41	17	11	12
409	3	7	12	12	11	5	5
432	0	0	0	0	2	0	0
23533	0	0	0	1	2	0	1
7157	1	12	8	9	6	3	5
55036	30	31	15	47	25	24	23
396	47	56	88	152	84	78	133
11322	33	136	43	63	46	50	53
9123	35	119	58	57	53	53	43
79092	134	305	242	203	188	183	193
10966	24	8	16	33	16	16	15
9775	5	3	1	3	2	5	4
1453	33	82	74	100	79	79	66
6904	21	61	52	76	66	56	73
79672	1	3	4	7	5	4	6
26502	2	16	5	19	8	6	17
3607	116	116	77	122	99	116	98
57332	0	0	2	7	4	2	11
6398	0	3	4	5	3	2	2
22994	12	10	12	17	9	9	15
79755	51	100	53	47	69	60	42
56270	26	42	29	51	24	22	20
8535	5	17	7	22	2	19	14
5596	1	2	12	5	10	8	15
55520	2	9	4	3	2	8	5
4152	14	17	14	38	22	24	36
8792	0	0	1	1	6	0	2
54877	4	20	20	38	12	11	55
5366	0	0	0	0	0	0	0
162427	18	48	21	23	45	20	18
2064	73	103	118	172	138	124	215
2886	7	25	12	24	14	9	22
5409	0	1	2	3	0	0	0
3487	21	69	77	112	175	108	150
60681	3	17	2	18	8	8	2
10907	4	1	21	11	6	7	22
773	6	15	16	31	20	14	11
23476	67	86	123	318	88	146	235
4782	53	159	144	337	142	132	224
8612	0	2	0	0	1	0	0
5211	25	66	69	137	98	82	100
7409	0	0	1	3	1	1	4
6455	29	104	52	125	62	50	108
23410	28	73	35	58	65	44	25
10410	35	51	31	73	65	33	47
80162	4	7	2	48	13	4	5
30811	3	12	10	19	3	2	13
1291	75	214	143	331	222	187	455
3454	5	8	28	60	23	5	13
6647	21	77	92	44	63	78	38
1292	140	566	454	403	575	940	208
29947	6	6	9	10	3	7	5
7226	0	7	4	15	1	0	0
757	52	104	52	34	65	51	19
351	129	208	185	383	335	240	406
9980	3	7	12	17	10	8	2
9875	0	7	21	14	13	8	12
207	37	94	56	102	36	48	71
29949	0	2	0	2	0	0	0
2014	1	2	5	10	1	1	10
10055	8	6	5	26	13	10	20
79760	16	51	27	43	24	39	22
23624	2	2	0	3	5	5	3
6531	0	0	0	0	0	0	0
57140	39	52	49	97	47	46	78
11132	1	3	4	15	5	6	26
4542	49	104	72	102	84	94	60
126208	0	3	4	24	9	3	24
9032	0	0	0	0	0	3	0
55244	17	89	84	97	102	137	74
5694	6	14	5	5	7	4	4
2854	0	0	0	0	0	0	0
354	0	0	0	1	0	0	0
25888	34	83	42	35	55	36	30
6205	20	54	60	82	62	57	71
23521	40	115	53	135	119	95	115
51070	9	19	15	20	17	13	15
57333	6	22	11	17	10	16	10
80110	11	29	27	20	19	25	8
6518	1	4	4	6	4	4	12
473	85	122	125	359	145	202	299
85452	2	18	0	0	3	3	1
63976	46	34	34	97	17	60	82
51702	0	0	0	0	0	0	0
29943	0	0	1	5	0	0	0
1969	8	6	14	25	5	14	19
79180	1	3	4	13	14	3	9
5195	25	49	28	43	30	31	50
5226	0	11	14	9	13	9	18
83442	2	9	9	28	14	9	14
10256	1	0	2	6	0	3	3
58985	0	10	3	2	6	8	4
51042	0	0	0	1	8	0	3
79932	109	194	99	152	106	130	93
10733	2	1	1	6	0	1	1
9064	3	5	5	8	9	9	26
8547	0	7	1	2	4	1	1
23038	4	8	16	47	17	19	32
23421	68	142	78	102	100	74	71
26135	28	75	35	65	54	65	68
8915	0	0	5	7	3	1	13
3491	28	41	58	104	35	66	46
10026	1	2	9	4	4	2	0
64129	23	26	56	108	52	47	85
6202	32	77	39	85	97	43	64
11004	3	25	4	6	10	7	3
5792	37	40	66	105	76	54	106
8543	3	2	13	23	6	1	10
22823	4	11	6	28	13	4	3
3321	5	15	16	44	17	21	29
3744	0	0	0	0	0	0	0
5686	1	2	5	3	3	3	2
963	4	3	1	4	3	4	0
1952	27	31	24	155	51	32	125
8515	1	5	1	5	1	2	1
23432	10	25	17	32	27	14	30
223	16	35	31	22	28	16	12
481	216	309	432	682	362	460	777
261726	1	3	12	3	3	0	1
29922	1363	1786	2278	884	1600	2222	611
57645	9	37	19	50	30	31	34
25874	68	96	52	83	103	64	149
8804	3	3	8	18	7	3	22
10223	0	0	0	0	0	2	0
6258	0	0	0	0	0	0	0
9095	0	3	2	3	0	0	1
7371	0	2	0	4	4	4	10
54499	11	19	14	19	19	14	22
6375	2	0	0	0	0	0	0
5451	2	21	17	40	9	10	7
1805	1	0	0	4	0	0	1
4259	0	11	9	15	21	14	10
51506	8	7	13	20	6	10	10
5498	18	37	14	20	22	16	26
2212	0	12	4	4	18	3	2
8490	5	63	21	98	53	25	29
6391	0	17	3	5	9	6	10
5202	2	0	7	6	4	9	1
9970	67	97	50	58	87	74	49
27005	4	5	4	8	9	6	12
2165	0	0	0	0	0	0	0
5546	7	20	22	31	20	16	22
79590	0	7	3	7	6	5	4
844	1	8	0	4	1	5	0
81875	18	30	10	20	21	12	23
1382	1	2	0	3	4	2	0
3068	34	66	62	107	70	80	137
27	10	10	17	38	22	15	16
6004	2	0	2	3	0	2	0
26092	22	34	43	59	30	35	49
23179	1	12	12	22	14	19	14
58497	5	1	4	12	6	3	9
6097	7	16	15	28	10	24	24
7286	1	1	9	6	3	8	2
10262	0	8	8	4	6	6	6
1893	2	6	0	5	3	1	5
81609	4	13	27	83	34	32	53
9869	109	226	224	141	196	213	86
4170	6	24	26	52	54	37	67
1513	0	9	1	5	8	3	7
5993	7	6	5	20	19	8	4
8394	0	7	6	13	10	18	13
81611	2	14	13	35	6	12	41
55793	23	73	127	119	57	107	53
8416	121	169	179	200	115	220	93
8991	7	7	28	15	15	19	24
2029	17	19	26	80	44	38	46
10500	3	9	12	13	20	17	17
65005	3	2	1	7	6	6	3
405	2	21	14	30	25	14	17
51686	31	53	20	48	33	26	53
55204	20	18	31	39	21	17	10
3756	15	77	47	49	45	38	45
51514	0	3	0	0	0	0	1
8444	2	18	7	11	3	8	7
25896	0	0	2	1	1	1	1
79805	15	51	30	35	44	18	9
9015	0	0	0	0	0	0	1
56950	4	5	5	7	12	3	21
55061	4	0	6	6	3	7	17
11221	0	2	1	3	2	0	1
7159	11	27	15	16	10	9	9
57198	1	14	7	18	11	4	12
49860	0	0	0	0	1	0	0
8751	7	9	8	22	17	18	25
10899	11	9	1	3	7	6	1
6279	0	0	0	0	0	1	0
7170	13	26	17	37	35	9	17
11000	2	5	6	10	15	6	10
6278	0	0	0	0	0	0	0
27173	12	8	6	12	6	2	10
10456	0	4	12	6	9	4	2
1944	0	0	0	1	0	0	0
3608	12	20	36	24	35	22	11
6016	0	17	9	9	17	21	2
65123	11	27	36	71	39	48	40
5313	10	23	19	34	19	33	15
57657	24	99	87	126	89	124	44
2312	393	303	141	268	415	360	334
58	0	0	0	0	2	2	0
2590	1	11	12	30	24	17	16
79573	1	1	1	3	6	2	4
51097	1	3	4	5	7	4	18
1130	2	26	11	22	14	26	20
9859	3	7	11	32	5	12	9
52	20	19	24	57	28	18	54
4931	2	5	9	4	7	4	7
23219	4	4	16	16	17	11	7
375	15	42	41	91	55	37	68
7044	0	0	0	0	3	1	0
29097	1	13	3	15	6	5	11
3707	25	19	34	102	28	56	90
2987	1	15	15	26	22	20	27
8476	16	38	63	149	40	65	59
149111	4	1	4	13	9	10	49
142	3	16	28	22	17	18	14
5664	4	2	10	7	1	1	1
3930	2	4	6	14	19	3	13
2052	122	242	213	226	195	191	144
5972	13	44	94	31	86	92	48
9580	37	36	57	114	70	57	115
55224	13	27	31	46	47	49	69
8497	2	4	8	13	7	15	20
22874	28	68	87	141	60	116	112
5778	4	16	40	25	33	17	8
10130	140	247	315	198	133	270	122
388	18	58	80	76	78	95	165
27436	120	253	171	97	173	130	29
805	3	12	15	37	37	25	25
6233	35	48	66	57	83	75	33
51542	15	21	17	29	23	18	36
55252	10	32	26	97	26	39	32
54465	8	20	8	31	15	16	10
6637	0	7	2	4	6	4	2
4211	10	30	6	42	32	17	10
9391	2	13	18	29	20	21	22
51002	6	54	20	30	26	24	8
9027	13	38	37	68	38	46	42
23233	4	6	15	31	10	6	12
113419	2	0	6	4	14	10	9
8446	0	5	4	12	5	3	4
4867	0	2	1	19	4	4	2
7851	0	0	0	0	1	0	0
55258	0	8	17	28	14	10	16
5899	2	7	12	13	24	9	12
80775	2	1	3	9	3	2	0
6574	0	3	2	6	7	7	22
51601	12	10	5	19	9	8	8
1261	0	0	0	1	0	0	0
3899	1	28	3	21	15	11	25
2840	128	327	215	151	266	247	114
5433	0	1	3	8	5	1	3
6323	0	17	0	8	8	17	1
79634	20	30	63	43	52	48	8
51454	6	16	13	10	12	13	14
3329	38	54	51	59	85	94	42
79582	7	23	16	9	8	18	3
26154	17	28	20	17	27	39	12
57007	0	0	3	2	0	1	2
79054	0	0	0	0	0	1	0
51281	41	60	33	72	37	35	86
64708	5	11	5	23	7	8	12
9686	75	163	107	165	87	104	63
5868	3	6	8	24	10	15	17
79137	42	83	56	69	96	45	139
29926	6	3	7	4	7	4	7
80852	13	53	28	54	24	23	20
51143	6	9	7	19	7	13	15
27303	0	13	5	20	14	11	6
114884	5	32	32	49	25	29	33
1238	0	1	1	11	4	0	3
54977	3	6	3	11	4	1	4
3680	109	225	96	139	106	148	101
9389	0	0	0	0	0	0	1
2803	11	77	135	236	76	170	80
10217	9	16	28	34	31	17	41
6769	2	2	2	5	3	3	12
9922	8	56	60	123	48	61	121
23066	9	22	19	23	17	13	22
5793	18	62	58	110	73	69	170
55164	2	2	0	1	4	3	5
10550	1	16	11	8	10	9	7
7110	3	14	23	41	19	11	5
26018	33	83	49	61	55	53	27
57408	41	23	32	34	34	54	32
8994	33	49	46	61	57	49	56
1295	3	16	6	26	20	13	8
22989	4	15	12	5	8	19	2
55347	0	0	2	4	8	8	3
29114	0	0	0	1	0	1	0
51365	0	0	0	4	0	0	1
285282	4	7	7	9	17	6	7
141	0	0	6	7	3	4	9
64422	9	13	11	10	19	25	17
8856	0	1	0	0	0	0	0
58477	14	13	17	11	16	5	6
185	1	5	2	2	4	1	8
10840	23	55	75	91	79	129	107
114885	3	3	3	8	1	10	9
7220	2	11	20	4	2	11	3
9711	7	16	10	23	14	10	19
275	14	27	9	30	24	19	26
6988	9	25	9	26	12	10	12
9515	0	1	0	0	0	0	0
55840	0	2	7	3	2	9	0
4585	348	537	591	505	187	671	314
9353	8	24	30	44	18	36	38
8893	38	72	48	53	38	53	34
197	4	1	15	5	55	67	52
9718	0	0	0	0	1	0	0
1609	56	163	56	126	76	60	111
81608	195	209	216	153	183	256	74
10861	111	185	128	180	115	90	158
1060	2	9	22	20	14	18	8
2044	1	0	0	3	0	1	0
10699	44	60	67	50	69	47	10
57205	5	9	5	24	6	9	4
79966	4	11	13	26	17	13	38
51316	0	0	1	0	0	0	5
58478	8	14	6	3	9	7	4
2638	0	1	6	7	1	0	0
6622	2	2	1	2	3	5	1
287	27	98	150	408	152	230	91
2169	3	11	3	4	9	3	0
890	30	55	36	15	21	42	11
6189	10	76	60	32	66	50	27
56034	2	14	8	19	8	16	44
84869	121	298	104	58	179	87	42
8001	0	7	1	1	0	2	0
4726	2	2	0	6	13	6	13
1016	0	2	0	0	0	0	0
6715	0	4	3	4	5	5	3
4651	73	70	83	159	70	93	165
54491	0	3	1	17	2	8	5
6167	12	51	52	72	57	62	38
6502	140	108	77	97	87	104	31
9180	55	105	60	49	57	53	40
10769	0	12	1	7	6	4	4
5295	18	45	67	76	48	55	58
1404	0	0	0	0	0	0	0
10184	35	84	59	64	64	55	23
23635	14	19	20	24	33	23	17
635	40	80	234	266	161	282	110
10788	10	50	60	71	54	49	40
1393	7	2	4	14	4	17	3
5921	376	1245	851	434	777	952	234
54826	0	0	2	5	2	3	1
5066	8	33	21	25	30	37	38
64924	10	7	18	16	14	8	7
689	10	17	28	35	17	25	22
25816	0	1	3	5	2	3	0
56929	2	6	2	2	3	3	1
51397	2	14	4	1	4	1	6
9140	1	8	3	14	13	5	5
81555	0	2	7	15	5	8	1
23092	4	10	24	33	20	16	17
9547	11	116	73	96	102	85	88
3950	20	68	23	22	38	32	9
9879	14	26	22	39	15	27	22
3578	1	15	16	9	5	9	5
2559	1	1	1	0	0	0	0
2561	0	0	4	3	2	4	0
81545	0	1	2	11	11	20	5
78991	0	7	9	2	6	2	0
2741	16	14	7	9	10	4	6
10318	23	44	37	41	61	43	54
10146	9	11	29	57	26	20	25
23138	3	0	11	8	13	7	13
64777	80	170	118	126	151	93	109
10814	3	8	23	16	4	15	17
3779	25	86	31	64	45	40	41
26240	3	4	1	7	10	11	3
10667	1	2	2	4	4	3	7
54438	0	3	0	3	6	3	0
54901	0	2	2	6	10	11	3
26045	238	530	369	253	375	395	94
2676	0	0	0	0	1	0	0
26249	2	13	30	23	12	37	19
10050	140	1265	993	635	575	1446	218
192286	1	10	9	6	8	1	8
7941	0	1	0	1	2	0	0
27242	1	14	39	28	21	45	34
22838	6	21	13	42	28	27	48
4594	1	9	4	11	15	13	4
79930	2	4	0	6	3	0	2
29777	3	1	2	9	5	3	2
23500	132	340	291	241	161	321	162
221472	5	17	9	23	10	11	7
222663	283	565	429	616	467	386	273
4794	1	3	2	0	4	1	3
51302	2	1	0	2	2	3	0
7162	0	4	2	5	1	0	5
55023	115	313	186	258	238	194	109
10957	17	37	35	106	44	28	111
2830	0	0	0	0	0	0	0
9287	0	0	0	0	0	0	0
6993	5	10	10	6	7	5	8
57583	17	42	41	38	33	26	23
9589	87	195	126	149	155	154	85
9202	5	22	35	51	20	24	27
7432	0	0	0	0	0	0	0
6581	5	4	14	9	1	4	8
2768	6	14	3	33	18	14	17
9586	2	7	2	20	6	12	2
1956	16	30	42	85	31	31	65
3486	11	11	21	23	29	36	14
3484	0	0	0	0	0	1	0
4191	4	15	15	25	18	16	22
2631	1	12	2	19	6	6	7
908	9	4	11	27	7	9	3
5723	0	1	1	0	3	2	3
222255	3	7	17	13	14	29	8
64418	0	5	5	4	5	3	1
56996	40	55	27	54	54	26	58
55281	124	224	184	166	172	130	93
11011	24	67	40	58	36	32	62
2041	62	236	63	75	124	55	68
54892	0	1	0	4	1	1	0
57502	1	4	0	0	0	4	0
357	3	34	16	32	19	13	16
51631	24	14	16	24	13	18	22
27147	25	37	19	68	39	15	66
83604	0	7	8	6	8	8	3
8573	7	19	10	13	23	13	14
4478	24	65	87	106	112	78	111
8852	0	0	3	0	0	1	0
6567	5	25	21	20	18	13	19
7712	1	1	0	1	0	0	2
56548	0	0	0	3	5	3	3
55634	12	17	21	15	16	17	5
54539	32	62	40	60	34	41	84
9203	10	15	20	32	17	22	14
6872	5	15	21	36	20	27	10
4841	10	44	25	74	51	55	57
10682	1	18	5	6	4	10	6
8473	6	40	39	57	32	40	20
26548	0	0	0	0	2	0	0
3561	0	2	0	0	0	0	1
7552	6	19	12	7	8	6	10
1730	1	11	5	19	13	15	13
56000	5	5	8	8	0	5	1
5631	24	57	99	24	46	111	70
3358	0	5	0	0	0	2	3
3547	6	14	14	9	10	13	16
2719	1	3	10	18	8	9	5
27316	9	16	36	64	28	26	29
79648	83	83	71	74	110	95	56
9258	10	54	26	41	45	32	96
4103	0	0	0	1	0	0	0
50814	4	3	1	4	1	2	1
7739	4	2	9	18	15	6	10
1069	1	0	4	5	5	1	5
6134	103	180	137	131	214	172	141
526	4	27	26	26	25	28	29
55246	26	59	23	32	21	14	15
79618	49	81	105	111	78	68	30
1142	0	0	0	0	0	0	0
8973	0	0	0	0	0	0	0
2796	6	12	6	9	15	6	6
55909	4	2	9	20	3	6	8
51312	3	14	7	13	12	12	8
91782	3	4	4	12	11	2	8
80005	4	34	13	34	14	14	20
6770	14	35	17	20	43	15	15
11212	5	14	5	12	10	7	5
11160	11	22	24	10	14	22	25
9705	2	3	11	1	0	7	1
8601	13	21	13	12	18	7	10
6867	23	27	71	185	89	66	109
51125	1	9	13	6	9	4	6
84296	1	14	3	2	8	5	0
54904	123	321	223	294	257	188	131
1392	0	1	1	0	1	0	0
5375	0	0	0	1	0	2	1
51110	5	0	2	4	7	3	1
63978	0	0	0	0	0	0	0
7013	6	32	34	44	25	28	29
1807	4	53	51	54	56	82	30
92140	10	27	31	70	34	28	67
29967	4	17	8	3	8	16	5
9166	4	7	9	13	6	17	7
5440	3	2	3	3	5	4	3
7553	83	236	103	141	123	100	89
55630	13	47	23	34	20	29	35
7436	32	103	89	65	87	87	42
4781	15	69	61	100	63	56	69
9350	0	0	0	1	0	0	3
3442	2	0	0	0	0	1	0
1030	2	17	3	5	11	1	3
1029	1	8	0	1	1	1	2
4915	6	2	32	77	36	11	32
53358	16	28	8	25	13	6	6
549	3	11	14	10	15	11	15
7357	1	6	5	7	13	1	36
10880	0	0	0	0	0	0	0
2040	3	27	18	43	30	17	10
2934	29	79	65	140	106	97	368
210	18	42	37	59	42	47	36
23245	1	21	12	11	8	8	11
54107	4	14	10	9	8	13	6
6834	6	10	10	5	10	12	11
6835	2	12	12	12	7	5	2
57109	2	4	13	16	8	6	16
6130	26	83	77	86	88	68	102
9328	4	14	9	21	4	5	20
140459	49	146	78	130	77	81	95
80142	10	5	8	20	9	17	17
25792	65	108	109	206	111	139	110
56904	16	17	22	57	19	23	41
9536	1	1	0	5	4	0	3
3934	0	0	0	0	1	0	0
56623	13	39	26	45	21	13	54
9919	12	69	47	80	44	55	78
4851	50	82	54	154	85	47	86
774	0	0	0	0	0	0	0
9712	7	5	5	18	12	11	6
23412	0	0	1	0	0	1	2
22921	0	1	3	3	2	9	3
23590	10	32	8	8	19	10	7
6251	1	26	16	17	22	3	8
56288	16	21	39	79	43	33	64
6935	8	49	23	83	26	37	48
29982	0	4	5	4	5	9	0
26103	0	0	0	0	0	0	0
5995	0	0	0	0	0	0	0
26091	2	16	17	36	8	15	15
818	2	22	14	22	18	26	17
2746	14	37	58	61	78	44	73
27063	1	1	3	2	6	1	0
3363	0	0	0	0	0	0	1
10556	0	1	6	4	0	1	2
120	7	43	52	51	51	53	46
3026	0	0	3	1	1	0	3
54788	6	18	14	24	17	24	17
1979	24	49	55	115	80	79	146
64106	0	1	3	0	0	0	2
6934	23	38	24	98	30	33	45
4288	0	2	3	4	2	4	6
1586	8	29	20	16	25	30	10
9118	0	0	0	0	0	0	0
92170	2	14	3	7	9	3	3
196743	1	1	0	5	0	1	4
9446	9	34	15	17	20	9	12
6877	151	221	122	64	179	163	117
23082	1	14	1	18	3	9	10
54805	504	829	537	576	683	682	289
22984	12	28	10	36	20	38	18
8038	61	111	121	124	119	97	50
6001	0	2	0	2	0	0	1
133	0	9	2	9	4	9	9
2620	31	51	27	26	24	22	18
55327	0	8	24	10	13	6	2
6291	0	0	0	0	0	0	0
64852	6	11	26	17	15	14	17
7356	0	4	0	1	1	0	0
7761	2	14	7	8	1	3	2
7762	58	87	55	45	30	91	25
51144	0	14	12	21	9	12	7
51074	1	6	3	5	1	0	9
8525	12	28	19	60	30	27	51
10249	1	20	42	30	34	43	17
710	10	24	20	37	31	21	25
6749	9	13	13	19	18	14	20
8501	5	23	9	11	5	8	15
5795	8	23	25	66	25	25	91
60494	7	5	25	12	12	7	8
23052	6	5	18	15	21	15	9
26011	6	12	13	30	8	10	13
871	16	27	13	44	25	14	33
726	2	7	8	25	16	6	8
5058	0	3	8	15	10	9	7
6188	16	32	39	54	49	37	42
54970	0	13	6	8	1	10	3
1813	0	2	1	3	0	1	4
9177	0	0	0	0	0	0	0
4863	40	101	74	70	83	64	10
472	174	204	294	273	283	342	125
60496	5	18	9	14	22	17	2
2900	0	0	0	1	4	2	0
6768	9	15	12	29	22	8	67
10525	5	12	17	57	41	14	43
9376	10	68	68	111	74	110	50
26007	33	106	41	74	72	55	76
9219	3	14	8	25	14	7	6
3992	22	44	22	39	44	17	22
6094	36	65	12	60	29	25	83
256364	13	16	7	25	22	13	33
3619	3	9	1	19	5	2	10
932	0	0	0	0	0	0	0
9651	21	81	61	97	63	66	81
2206	0	0	0	0	0	0	0
26229	4	2	7	5	4	3	9
9538	6	8	21	12	19	15	11
80071	1	0	0	0	0	0	0
9638	6	19	10	7	15	9	3
6327	0	0	0	0	1	0	0
6876	46	143	83	143	133	59	71
57158	2	7	1	4	6	4	6
79980	0	0	1	3	0	2	1
64405	0	1	0	0	0	2	2
149986	7	56	28	26	24	12	45
54915	5	10	7	23	8	14	17
5331	6	13	9	24	26	2	8
740	24	43	35	27	54	39	33
10435	0	0	0	0	0	0	0
2197	6	17	24	14	29	16	28
7108	2	12	4	7	14	5	24
6911	0	0	0	5	0	1	0
5531	2	2	4	16	15	10	19
226	6	9	14	19	9	6	16
8448	64	107	60	100	85	70	100
8479	15	31	28	56	29	40	29
9344	11	17	18	76	27	32	94
8091	27	23	44	30	20	43	16
4314	16	79	56	33	39	47	11
22866	1	1	1	0	0	0	1
53942	0	0	0	0	2	0	0
51348	0	2	0	0	0	0	0
51267	0	2	0	0	0	1	3
3688	56	111	109	112	134	61	51
79097	0	0	0	0	0	0	0
1489	0	2	1	1	2	2	2
84159	3	52	80	103	68	86	70
57626	0	0	0	0	0	0	0
1006	0	3	0	0	0	0	0
55208	4	6	7	9	7	1	29
55002	8	15	11	13	23	8	22
10284	6	14	29	48	35	32	20
23284	0	4	1	4	1	3	5
4253	11	42	40	59	27	52	23
3176	8	11	5	22	15	18	5
27250	60	130	93	92	120	112	57
150	5	2	0	23	10	3	3
2823	0	0	1	0	5	2	0
7424	0	2	3	10	1	3	9
79839	5	10	5	4	3	7	1
10666	4	17	13	17	19	21	1
1740	33	55	90	76	44	55	19
11098	464	950	773	381	823	839	429
54545	5	8	25	12	11	12	8
22948	5	45	19	25	35	27	9
1793	31	33	46	109	59	53	84
85458	13	30	21	19	24	26	15
1737	21	39	41	60	48	65	12
26521	11	15	20	12	25	22	15
3606	39	72	49	18	44	33	20
56158	0	0	0	0	0	0	0
5805	2	5	2	5	2	2	4
5305	5	17	19	37	12	18	56
2308	2	11	11	29	4	9	24
51232	71	162	121	237	177	140	316
9871	7	47	18	26	15	16	13
23457	178	272	145	241	170	151	339
7316	23	55	37	68	79	58	85
3708	47	156	141	179	89	137	87
23657	0	0	0	0	0	0	0
25819	22	72	38	37	61	39	40
775	19	69	38	44	51	41	25
7068	16	14	28	43	24	38	33
55768	5	16	5	16	10	15	10
54995	27	38	14	31	20	36	31
55293	20	12	32	21	40	29	7
89910	2	17	8	27	16	11	10
288	31	118	150	156	104	161	93
9231	4	23	17	38	44	19	37
4143	0	0	0	1	0	0	0
5756	1	8	4	8	6	5	2
1977	2	0	8	5	12	4	5
9223	44	51	78	116	42	72	99
1456	0	3	5	5	3	6	11
9472	0	29	13	13	8	26	7
64067	9	4	9	24	3	4	10
51562	3	0	2	0	2	6	5
2132	0	19	9	21	27	7	22
55821	0	1	4	1	0	0	0
65987	0	0	1	4	1	1	5
4718	0	0	7	1	6	6	3
10873	23	36	48	54	32	30	48
81792	5	3	1	7	7	4	3
80224	0	0	0	3	5	4	8
2241	38	71	60	40	38	36	35
26019	13	35	38	62	16	45	38
8872	2	1	3	8	1	8	13
55691	229	546	394	425	314	441	255
83447	0	0	0	0	0	0	0
5800	7	18	18	20	20	39	46
2059	1	18	25	39	39	29	10
27034	12	64	14	19	44	40	17
